Metadata:
title: London Average Air Quality Levels
summary: The data shows roadside and background average readings for Nitric Oxide, Nitrogen Dioxide, Oxides of Nitrogen, Ozone, Particulate Matter (PM10 and PM2.5), and Sulphur Dioxide. Measured in Micrograms per Cubic Meter of Air (ug/m3). The spreadsheet shows which Index level each reading falls in, and contains charts showing pollutant levels by time of day per month.



Trend graphs of Nitrogen Dioxide and Particulate Matter PM2.5 are on the London Dashboard.



Link to GLA Air Quality page
links: https://data.london.gov.uk/download/london-average-air-quality-levels/576175f3-b515-4c77-a6a2-6e222a3e5340/air-quality-london-time-of-day.csv
name: 576175f3-b515-4c77-a6a2-6e222a3e5340
publisher: King'S College London
topic: Air-Pollution, Air-Quality, Aq, Daily, Emissions, Hourly, Index, Levels, Monitoring, Nitrogen-Dioxide, No, No2, Nox, O3, Particulate-Matter, Pm10, Pm25, Pollution, So2
format: Csv

Month (text),GMT,London Mean Roadside:Nitric Oxide (ug/m3),London Mean Roadside:Nitrogen Dioxide (ug/m3),London Mean Roadside:Oxides of Nitrogen (ug/m3),London Mean Roadside:Ozone (ug/m3),London Mean Roadside:PM10 Particulate (ug/m3),London Mean Roadside:PM2.5 Particulate (ug/m3),London Mean Roadside:Sulphur Dioxide (ug/m3),London Mean Background:Nitric Oxide (ug/m3),London Mean Background:Nitrogen Dioxide (ug/m3),London Mean Background:Oxides of Nitrogen (ug/m3),London Mean Background:Ozone (ug/m3),London Mean Background:PM10 Particulate (ug/m3),London Mean Background:PM2.5 Particulate (ug/m3),London Mean Background:Sulphur Dioxide (ug/m3)
Jul-11,05:00,77.8,51.5,129.3,19.7,20.9,13.3,2.7,17.4,28.6,46.0,27.6,16.2,11.6,2.8
Jul-11,06:00,96.0,57.6,153.6,19.8,23.2,13.5,3.2,21.3,30.2,51.5,29.1,16.8,11.9,3.3
Jul-11,07:00,92.7,55.9,148.7,22.7,23.3,13.5,3.3,23.0,29.6,52.6,32.9,17.5,11.9,3.5
Jul-11,08:00,90.1,55.2,145.3,25.9,23.2,13.1,3.4,21.4,27.4,48.8,38.4,17.4,11.4,3.5
Jul-11,09:00,82.6,53.6,136.2,30.6,22.2,12.8,3.1,18.0,24.2,42.2,45.7,17.0,11,3.3
Jul-11,10:00,78.2,53.0,131.2,34.8,22.0,12.4,2.9,15.5,22.0,37.5,52.3,16.9,11,2.9
Jul-11,11:00,75.6,53.5,129.1,37.8,21.5,12.1,2.9,13.9,21.1,34.9,57.0,16.5,10.9,2.8
Jul-11,12:00,74.5,54.7,129.2,40.0,22.0,12.3,2.8,12.5,20.5,33.0,60.5,16.6,10.8,2.7
Jul-11,13:00,72.5,55.4,127.9,42.3,22.0,12.8,2.7,12.3,20.9,33.1,63.2,16.8,10.9,2.5
Jul-11,14:00,69.4,55.9,125.3,43.9,22.2,12.6,2.6,11.5,21.6,33.1,65.2,16.8,10.8,2.4
Jul-11,15:00,66.2,56.6,122.9,45.3,22.2,12.9,2.5,10.8,22.5,33.2,65.3,17.0,11.4,2.4
Jul-11,16:00,67.0,58.7,125.7,44.5,21.8,12.9,2.5,10.4,23.8,34.3,63.5,16.6,11.6,2.3
Jul-11,17:00,65.0,58.6,123.6,42.6,21.0,12.6,2.5,9.4,24.7,34.1,61.3,16.2,11.2,2.3
Jul-11,18:00,61.2,58.4,119.6,41.1,20.8,12.8,2.5,8.4,26.3,34.8,57.6,16.1,11.4,2.2
Jul-11,19:00,54.7,57.4,112.1,38.2,21.3,13.4,2.5,7.7,29.5,37.2,51.9,17.1,11.7,2.2
Jul-11,20:00,48.5,56.1,104.5,33.5,21.5,13.7,2.4,8.1,32.9,41.0,44.9,17.7,12.2,2.4
Jul-11,21:00,48.2,55.7,103.9,30.3,21.7,14.5,2.4,9.1,34.1,43.2,40.2,17.8,12.6,2.4
Jul-11,22:00,47.0,53.3,100.2,28.4,21.1,14.1,2.3,8.7,32.7,41.4,37.9,17.5,12.6,2.5
Jul-11,23:00,40.6,48.2,88.8,28.2,20.2,12.6,2.2,7.6,29.9,37.6,37.0,17.1,12.3,2.2
Aug-11,00:00,34.0,34.4,75.5,21.7,17.0,10.9,2.5,7.3,19.7,26.2,23.2,11.2,10.4,3.5
Aug-11,01:00,28.0,29.9,64.2,22.4,16.5,10.2,2.2,6.4,18.0,24.7,23.2,11.1,10.3,2.9
Aug-11,02:00,25.0,26.6,57.4,22.5,16.1,10.2,2.2,6.3,16.6,23.2,22.3,10.9,10.5,2.6
Aug-11,03:00,31.5,27.7,65.4,20.2,16.6,10.9,2.2,7.3,16.7,24.3,21.0,11.1,10.1,2.9
Aug-11,04:00,52.2,33.3,93.2,16.8,17.9,11.4,2.5,11.3,19.0,29.8,18.5,11.3,10.4,3.1
Aug-11,05:00,94.4,43.3,148.0,12.4,21.4,13.8,3.1,20.3,23.1,40.9,15.1,12.0,10.9,3.3
Aug-11,06:00,125.0,50.2,187.3,11.5,24.2,14.1,3.5,28.4,25.6,49.6,14.3,12.9,11.6,3.6
Aug-11,07:00,124.0,50.1,185.7,13.3,24.7,13.8,3.8,31.2,25.5,50.9,16.2,14.4,11.8,3.9
Aug-11,08:00,114.3,48.5,173.5,16.1,24.8,13.4,3.7,28.1,23.6,46.7,19.3,14.6,11.4,3.9
Aug-11,09:00,105.9,47.1,163.4,19.1,22.8,12.7,3.5,23.1,21.3,38.4,24.1,13.2,10.8,3.7
Aug-11,10:00,96.5,45.8,152.3,23.4,22.5,12.3,3.4,19.0,19.7,31.6,28.7,12.7,10.2,3.5
Aug-11,11:00,92.9,44.8,147.9,26.8,22.4,11.6,3.4,16.9,18.9,28.1,32.8,12.4,10,3.4
Aug-11,12:00,85.7,43.3,139.3,30.3,21.2,11.0,3.3,14.4,17.3,25.6,36.9,11.7,10,3.2
Aug-11,13:00,82.7,43.9,136.9,31.8,21.3,10.8,3.2,13.2,17.1,25.3,39.3,12.1,9.6,2.9
Aug-11,14:00,79.7,44.3,134.7,32.6,20.7,10.8,3.1,12.2,16.8,25.0,40.7,11.7,9.1,2.9
Aug-11,15:00,76.0,45.1,131.9,33.4,20.4,11.8,3.1,11.2,17.1,25.2,41.3,11.5,9.4,2.9
Aug-11,16:00,75.5,47.2,133.6,32.8,20.1,12.0,3.2,10.4,18.9,25.9,40.7,11.4,9.7,3.0
Aug-11,17:00,73.7,48.2,132.8,31.3,19.9,11.3,3.1,10.0,21.2,26.9,38.6,11.4,9.7,2.9
Aug-11,18:00,68.6,47.7,126.7,29.1,20.0,11.4,2.8,9.9,24.2,29.1,34.2,11.6,9.9,2.9
Aug-11,19:00,60.3,45.5,116.2,26.0,20.3,11.5,2.6,9.9,26.4,31.7,29.7,11.9,10.1,3.0
Aug-11,20:00,54.7,43.1,107.9,23.3,20.2,12.7,2.7,10.8,26.5,33.1,26.0,12.3,10.7,3.1
Aug-11,21:00,56.3,42.8,109.0,20.9,20.3,12.8,2.7,12.2,26.6,34.9,22.6,12.1,11,3.1
Aug-11,22:00,52.9,41.3,103.5,19.4,20.2,12.0,2.6,11.4,25.6,33.6,20.8,12.2,10.8,3.2
Aug-11,23:00,44.7,38.3,91.3,19.2,18.9,11.3,2.4,9.9,23.6,30.2,20.9,11.7,10.7,3.2
Sep-11,00:00,45.8,42.8,88.7,22.3,23.8,14.1,1.7,14.1,28.0,42.3,28.6,20.0,13.7,4.1
Sep-11,01:00,39.6,37.0,76.6,23.3,22.6,13.8,1.2,14.0,24.9,39.0,29.9,19.8,13.2,3.0
Sep-11,02:00,35.9,32.2,68.1,25.2,22.1,13.0,1.2,14.3,22.6,36.8,30.1,19.6,12.9,3.3
Sep-11,03:00,42.2,33.1,75.3,24.1,21.8,12.9,1.1,15.6,22.1,37.7,28.9,18.7,12.5,3.4
Sep-11,04:00,65.9,39.7,105.6,20.3,22.5,14.7,1.4,22.4,24.8,47.3,25.6,18.3,12.4,3.6
Sep-11,05:00,118.0,53.7,171.7,15.3,26.3,17.2,2.2,38.1,31.6,69.7,21.1,19.4,13.1,3.8
Sep-11,06:00,166.4,66.0,232.5,13.3,30.3,18.1,2.8,59.2,38.1,97.2,19.1,21.6,13.9,4.3
Sep-11,07:00,167.2,67.6,234.8,13.8,32.9,18.6,3.1,63.3,40.4,103.8,20.0,25.2,15.7,4.7
Sep-11,08:00,146.0,65.0,211.0,16.4,33.9,17.7,3.0,47.9,38.5,86.3,24.4,25.3,16.3,4.5
Sep-11,09:00,121.3,60.3,181.6,20.6,30.4,15.4,2.8,32.0,33.5,65.5,31.1,23.7,15.2,4.3
Sep-11,10:00,102.5,57.0,159.5,25.0,28.0,14.3,2.8,21.7,28.7,50.4,38.3,21.3,12.7,4.3
Sep-11,11:00,92.8,55.0,147.9,29.7,26.3,13.1,2.7,16.6,25.4,41.9,45.0,19.5,11.6,4.0
Sep-11,12:00,87.1,54.6,141.7,32.4,25.6,12.5,2.6,14.2,23.3,37.5,49.6,18.6,10.9,3.7
Sep-11,13:00,85.6,55.6,141.2,34.2,25.5,12.4,2.6,13.7,23.0,36.7,52.0,18.0,10.5,3.5
Sep-11,14:00,87.2,58.3,145.4,34.6,25.7,12.6,2.6,13.3,24.5,37.7,52.0,18.6,10.7,3.6
Sep-11,15:00,86.0,60.4,146.4,34.1,25.3,12.9,2.3,12.0,25.5,37.4,51.8,17.8,10.5,3.6
Sep-11,16:00,86.0,63.2,149.3,32.7,24.2,13.3,2.2,10.9,27.9,38.8,49.5,17.3,10.6,3.5
Sep-11,17:00,89.6,68.4,158.0,28.7,25.4,14.0,2.1,11.6,34.7,46.3,42.9,17.9,11.1,3.5
Sep-11,18:00,89.7,71.7,161.4,24.4,26.9,15.0,2.0,15.6,42.4,57.9,34.8,19.8,12.1,3.6
Sep-11,19:00,80.5,67.5,148.1,22.2,27.4,16.1,1.9,17.1,43.4,60.5,31.4,20.8,13.5,3.6
Sep-11,20:00,73.1,62.5,135.6,21.1,27.9,16.6,1.8,16.3,42.1,58.4,29.1,21.9,14.2,3.8
Sep-11,21:00,68.7,58.4,127.1,21.1,27.4,16.5,1.8,16.9,40.0,56.9,28.3,22.1,14.2,3.8
Sep-11,22:00,65.1,54.1,119.2,21.4,26.7,16.4,1.7,17.0,36.1,53.2,28.2,21.5,14.4,3.7
Sep-11,23:00,59.7,49.3,108.9,21.5,26.0,16.0,1.6,17.2,32.7,49.9,27.6,21.2,14.2,3.7
Oct-11,00:00,60.2,46.0,106.2,23.8,23.3,15.0,2.6,25.2,32.6,58.1,28.8,18.8,15.2,4.8
Oct-11,01:00,50.8,40.2,91.0,25.0,21.5,14.0,1.7,23.9,29.6,53.5,30.0,17.8,14.9,3.5
Oct-11,02:00,45.7,35.9,81.5,26.9,20.5,13.0,2.0,22.8,26.6,49.5,29.9,17.2,14.2,3.5
Oct-11,03:00,49.3,37.0,86.3,26.1,20.3,13.0,2.0,22.5,26.3,48.8,29.4,16.5,13.8,3.7
Oct-11,04:00,66.7,44.2,110.9,22.1,20.9,13.8,2.3,25.6,29.5,55.2,26.4,16.6,13.6,3.9
Oct-11,05:00,110.3,60.4,170.7,16.1,24.0,16.4,2.8,36.1,37.9,74.0,20.6,17.1,14,4.1
Oct-11,06:00,156.1,75.3,231.4,11.3,27.4,16.8,3.5,52.8,47.4,100.2,15.2,19.8,14.7,4.6
Oct-11,07:00,166.9,78.5,245.4,10.7,30.4,17.4,3.8,62.6,51.3,113.9,14.9,21.1,15.6,5.1
Oct-11,08:00,147.5,74.4,221.9,14.0,31.0,16.8,3.7,51.5,47.9,99.4,20.4,21.6,15.4,5.1
Oct-11,09:00,120.6,67.7,188.3,19.4,28.6,15.0,3.5,34.3,40.5,74.8,28.8,20.5,14.4,4.8
Oct-11,10:00,101.9,62.8,164.7,24.9,26.5,13.0,3.3,23.6,33.8,57.5,36.4,18.9,13.1,4.8
Oct-11,11:00,94.8,59.8,154.6,28.7,25.9,12.1,3.2,19.6,30.4,50.0,41.6,18.4,12.3,4.7
Oct-11,12:00,90.2,58.2,148.4,31.4,24.5,11.8,3.1,17.4,28.2,45.6,45.5,17.4,11.6,4.4
Oct-11,13:00,90.6,59.1,149.6,32.5,24.7,12.1,3.1,15.9,27.9,43.9,46.5,17.6,11.2,4.2
Oct-11,14:00,92.1,61.6,153.7,31.5,25.4,12.8,3.1,16.4,30.5,46.9,45.3,17.7,11.5,3.8
Oct-11,15:00,91.2,64.6,155.8,30.0,25.0,13.1,2.9,16.2,33.8,50.1,42.4,17.3,11.4,4.1
Oct-11,16:00,98.4,71.1,169.4,25.9,25.0,14.1,2.9,17.4,39.6,57.1,36.4,17.3,12,4.1
Oct-11,17:00,102.1,76.3,178.4,20.9,26.1,16.1,2.8,21.0,46.4,67.5,29.5,18.3,13.1,4.4
Oct-11,18:00,100.1,76.0,176.1,18.6,28.0,16.9,2.8,24.9,49.5,74.4,25.5,20.5,14.6,4.3
Oct-11,19:00,88.3,68.8,157.1,19.6,28.3,17.2,2.7,26.0,47.7,73.7,25.2,21.6,16.1,4.0
Oct-11,20:00,79.1,62.5,141.6,20.1,28.5,17.0,2.6,25.8,44.5,70.4,25.4,22.7,17,4.0
Oct-11,21:00,74.7,58.8,133.4,20.1,26.7,16.2,2.5,25.4,41.8,67.2,25.2,21.2,16.6,3.9
Oct-11,22:00,70.6,54.1,124.8,20.6,25.5,15.3,2.5,23.8,37.4,61.3,26.4,20.3,15.9,3.9
Oct-11,23:00,63.2,48.6,111.8,22.7,23.6,14.4,2.4,23.0,33.6,56.6,27.7,18.6,14.5,3.8
Nov-11,00:00,85.8,40.1,138.6,10.7,33.4,24.9,3.1,37.1,37.8,74.8,17.2,27.9,24.2,5.5
Nov-11,01:00,75.8,36.0,123.4,10.8,32.5,24.6,2.4,35.6,34.9,70.6,17.7,27.1,24,4.3
Nov-11,02:00,57.9,30.8,98.2,12.9,30.7,23.8,2.4,32.3,31.6,63.8,19.0,26.4,23.1,4.2
Nov-11,03:00,52.5,29.2,90.3,14.1,29.4,23.0,2.4,27.4,29.0,56.4,20.5,26.0,22.8,4.3
Nov-11,04:00,54.9,30.3,93.5,14.0,28.9,22.4,2.3,24.6,28.6,53.2,20.4,25.2,22.4,4.3
Nov-11,05:00,78.8,35.5,124.2,12.3,29.6,23.1,2.7,30.2,31.7,62.0,18.8,24.8,22,4.4
Nov-11,06:00,129.9,47.7,191.1,9.7,32.0,25.6,3.4,46.1,39.9,86.1,15.3,24.8,21.8,4.7
Nov-11,07:00,180.1,57.6,254.7,7.6,34.5,25.1,4.3,65.0,48.5,113.6,11.3,25.3,21.8,5.4
Nov-11,08:00,191.6,58.9,268.1,7.1,35.8,24.8,4.6,76.3,51.0,127.2,10.7,26.9,21.7,5.7
Nov-11,09:00,184.6,57.3,259.7,8.3,37.3,24.8,4.6,69.6,47.6,117.1,13.9,28.0,22,5.8
Nov-11,10:00,167.5,54.5,238.8,10.5,37.5,24.5,4.3,59.5,43.2,102.7,18.4,27.8,22.1,5.8
Nov-11,11:00,155.5,53.4,224.9,12.8,37.8,24.6,4.4,53.8,40.9,94.7,22.3,28.3,22.4,5.6
Nov-11,12:00,147.4,53.0,216.2,14.4,38.7,24.8,4.4,48.3,39.8,88.1,24.8,28.2,22.9,5.4
Nov-11,13:00,137.9,52.7,206.3,14.8,38.6,24.9,4.2,41.3,39.6,80.9,25.5,28.4,22.8,5.1
Nov-11,14:00,134.9,53.6,205.1,14.5,37.7,24.3,3.9,38.5,40.9,79.5,24.5,27.9,22.7,4.9
Nov-11,15:00,141.9,57.5,217.5,11.9,38.6,25.3,3.6,41.0,45.9,86.9,19.9,28.6,23.1,5.0
Nov-11,16:00,151.4,61.5,232.2,9.6,39.6,26.6,3.6,47.1,51.9,99.0,15.2,29.9,24,5.1
Nov-11,17:00,150.8,61.9,232.2,8.2,39.3,28.2,3.5,50.5,54.3,104.9,13.0,29.7,24.4,5.1
Nov-11,18:00,143.2,59.6,222.3,7.8,38.7,27.6,3.2,51.6,54.4,106.1,12.2,30.1,25.9,5.4
Nov-11,19:00,128.6,56.0,203.3,7.9,38.0,27.4,3.2,48.3,52.4,100.7,12.6,30.0,26,5.6
Nov-11,20:00,110.9,50.8,178.8,8.7,37.5,27.8,3.0,44.5,49.2,93.7,13.9,30.3,26.1,5.3
Nov-11,21:00,98.4,46.6,160.5,10.0,35.5,26.0,2.8,41.0,45.5,86.5,15.4,29.2,26.1,5.5
Nov-11,22:00,96.0,44.5,155.2,11.2,34.7,25.1,2.8,40.0,42.9,82.9,16.0,28.7,25.1,5.3
Nov-11,23:00,90.9,41.5,146.3,12.2,33.9,24.9,2.7,39.2,40.2,79.4,17.2,28.1,24.7,5.1
Dec-11,00:00,48.9,46.3,95.4,28.8,16.5,9.1,2.5,9.8,30.0,39.7,36.1,12.9,9.8,4.3
Dec-11,01:00,37.2,40.0,77.1,31.1,15.3,8.2,2.0,7.2,25.5,32.8,39.0,11.8,9.4,3.1
Dec-11,02:00,26.0,31.4,57.4,36.0,14.0,7.9,1.9,5.6,21.5,27.1,42.4,11.2,9.1,3.2
Dec-11,03:00,23.2,28.6,51.8,38.5,13.6,7.3,1.8,4.7,19.2,23.9,44.6,11.0,8.6,3.2
Dec-11,04:00,26.4,29.9,56.2,38.3,13.5,7.1,2.0,4.9,19.4,24.3,44.5,10.7,8.2,3.3
Dec-11,05:00,42.6,37.9,80.6,34.2,13.5,7.2,2.1,9.2,24.1,33.3,41.1,10.2,7.9,3.4
Dec-11,06:00,75.6,53.0,128.6,27.5,15.5,8.0,2.6,17.7,32.8,50.5,34.5,10.8,8,3.6
Dec-11,07:00,108.8,66.7,175.6,21.8,17.2,8.4,3.2,24.4,41.3,65.7,28.1,11.1,8.3,3.9
Dec-11,08:00,121.1,71.4,192.5,19.3,18.7,8.7,3.4,32.8,45.5,78.2,25.7,12.1,8.8,4.3
Dec-11,09:00,120.7,70.6,191.3,20.2,20.2,9.1,3.7,33.9,43.7,77.6,27.5,12.9,9.5,4.7
Dec-11,10:00,113.9,68.5,182.4,22.8,21.2,9.2,3.7,28.5,39.4,68.0,32.1,13.3,9.6,4.8
Dec-11,11:00,105.6,66.4,172.0,24.6,23.0,9.8,3.8,25.2,36.9,62.2,34.9,14.1,9.8,5.2
Dec-11,12:00,100.3,65.3,165.6,25.8,23.7,9.2,3.8,21.0,35.4,56.4,37.1,14.6,10.2,4.8
Dec-11,13:00,96.7,64.7,161.5,26.0,23.6,9.0,3.8,19.1,35.0,54.1,37.3,14.4,9.5,4.7
Dec-11,14:00,100.8,67.5,168.3,24.9,23.3,9.4,3.7,18.7,36.9,55.7,35.5,14.2,9.4,4.7
Dec-11,15:00,103.6,72.1,175.7,21.6,23.0,10.1,3.4,19.7,42.1,61.8,30.8,14.3,9.7,4.3
Dec-11,16:00,103.0,74.0,177.0,20.2,22.3,10.5,3.3,19.9,45.7,65.7,27.8,14.3,9.5,4.3
Dec-11,17:00,105.8,75.3,181.1,19.2,21.6,10.7,3.2,21.8,47.6,69.4,26.1,14.1,10,4.3
Dec-11,18:00,100.4,73.3,173.8,19.8,21.7,10.5,3.0,22.7,47.3,70.0,26.6,14.1,10.5,4.2
Dec-11,19:00,90.0,68.8,158.9,20.7,20.6,10.5,2.8,20.5,44.8,65.3,28.1,13.6,10.5,4.2
Dec-11,20:00,74.7,62.6,137.3,22.7,19.9,10.4,2.7,17.4,42.2,59.7,29.8,13.4,10.6,4.0
Dec-11,21:00,64.9,57.0,121.8,24.5,19.4,10.6,2.7,15.3,39.4,54.6,31.4,13.8,10.5,4.0
Dec-11,22:00,60.2,53.6,113.8,25.6,18.5,10.1,2.5,13.8,36.3,50.1,32.5,13.4,10.6,3.8
Dec-11,23:00,54.1,49.9,104.0,26.5,18.0,9.7,2.3,11.5,33.0,44.5,33.9,13.1,10.3,3.9
Jan-12,00:00,64.0,47.8,111.8,23.8,24.1,15.7,2.1,24.7,33.3,58.0,29.7,19.9,15.8,3.7
Jan-12,01:00,50.6,41.7,92.3,26.9,21.8,15.1,1.7,21.3,29.4,50.7,31.9,19.2,15.1,2.8
Jan-12,02:00,41.4,35.6,77.0,28.4,20.5,14.7,1.7,18.1,25.9,44.0,33.5,18.0,14.4,2.9
Jan-12,03:00,39.1,32.8,72.0,29.5,19.8,14.0,1.7,17.4,23.7,41.0,34.5,17.4,14.1,2.8
Jan-12,04:00,46.1,33.9,80.1,29.3,19.4,13.8,1.8,19.9,23.7,43.5,34.6,17.1,13.7,2.9
Jan-12,05:00,66.9,42.1,109.0,27.3,19.9,13.8,2.1,26.5,27.8,54.3,33.2,16.7,13.3,3.0
Jan-12,06:00,114.1,59.4,173.5,21.9,22.2,14.8,2.6,41.1,37.0,78.1,28.5,17.2,13.5,3.4
Jan-12,07:00,162.4,75.4,237.8,16.9,24.8,16.0,3.4,61.0,47.4,108.4,22.9,18.7,14,4.1
Jan-12,08:00,180.7,79.4,260.1,15.4,27.2,16.6,4.1,75.7,52.3,128.0,21.0,19.9,15,4.7
Jan-12,09:00,177.3,78.9,256.3,16.1,29.8,17.7,4.3,76.4,51.1,127.5,22.6,21.7,16.2,4.9
Jan-12,10:00,153.5,74.1,227.5,18.1,30.2,17.1,4.2,59.4,45.8,105.1,26.0,21.8,16,4.7
Jan-12,11:00,130.1,69.2,199.3,20.4,31.0,16.3,3.8,44.8,40.7,85.5,29.6,21.4,15.8,4.7
Jan-12,12:00,119.0,67.0,185.9,21.7,31.0,15.2,3.7,35.0,37.8,72.8,31.9,20.5,15.3,4.8
Jan-12,13:00,111.6,66.3,178.0,22.1,30.3,14.5,3.6,28.2,36.7,64.9,33.2,19.6,14,4.7
Jan-12,14:00,105.5,66.3,171.8,22.4,29.4,13.9,3.4,25.3,37.2,62.4,33.3,19.4,13.4,4.5
Jan-12,15:00,111.0,70.9,181.8,19.6,29.8,14.5,3.5,26.7,41.6,68.4,29.5,20.5,13.9,4.5
Jan-12,16:00,121.9,78.1,200.0,15.6,29.8,15.7,3.3,31.9,49.4,81.2,22.9,20.5,14.4,4.6
Jan-12,17:00,130.6,81.2,211.8,13.9,29.8,16.8,3.3,40.0,54.0,94.1,19.7,21.2,15.6,4.5
Jan-12,18:00,126.9,79.5,206.4,14.2,29.5,17.2,3.2,45.2,54.6,99.8,19.7,21.4,16.2,4.4
Jan-12,19:00,113.1,75.3,188.5,15.0,29.4,18.0,3.2,44.2,52.6,96.8,20.8,22.0,17.3,4.3
Jan-12,20:00,93.9,67.3,161.1,17.2,28.3,17.4,3.0,39.8,48.1,87.9,23.3,21.8,16.7,4.2
Jan-12,21:00,83.1,61.6,144.7,18.7,26.8,16.9,2.7,36.7,44.9,81.6,24.5,21.4,16.8,4.1
Jan-12,22:00,79.8,58.7,138.5,19.6,26.4,17.0,2.7,34.0,42.3,76.3,25.1,21.4,16.8,3.8
Jan-12,23:00,72.0,53.6,125.6,20.9,25.6,16.8,2.4,29.1,37.9,67.0,26.9,21.1,16.7,3.6
Feb-12,00:00,75.0,56.9,132.2,23.7,29.9,20.8,2.9,31.5,40.8,72.3,29.8,25.0,21.3,4.0
Feb-12,01:00,59.8,49.5,109.4,26.8,27.8,20.2,2.3,28.8,37.2,65.9,31.4,24.4,20.9,3.4
Feb-12,02:00,49.9,43.1,93.0,28.1,26.9,19.8,2.4,25.2,33.3,58.4,32.9,24.2,20.3,3.0
Feb-12,03:00,48.9,41.7,90.6,28.9,25.9,19.7,2.4,24.3,31.9,56.2,33.1,23.6,20.2,3.1
Feb-12,04:00,54.0,44.2,98.3,27.0,26.1,19.4,2.4,25.3,32.9,58.2,31.3,23.5,20.1,3.0
Feb-12,05:00,75.8,53.6,129.4,22.2,27.4,19.9,2.7,30.5,37.7,68.2,27.3,23.4,20.3,3.1
Feb-12,06:00,126.1,72.0,198.0,15.5,30.8,21.4,3.3,43.6,46.8,90.4,21.5,24.2,20.5,3.4
Feb-12,07:00,176.4,86.9,263.4,11.2,34.8,23.5,4.2,62.5,56.7,119.2,16.2,25.8,21.9,4.1
Feb-12,08:00,186.8,88.3,275.1,11.6,37.7,24.3,4.8,69.3,58.2,127.4,16.9,28.0,22.9,4.7
Feb-12,09:00,170.3,82.8,253.2,15.1,42.3,24.9,4.8,61.4,52.7,114.1,22.3,29.7,23.5,5.1
Feb-12,10:00,146.9,76.2,223.1,19.4,46.0,24.0,4.4,46.8,44.8,91.5,29.1,29.5,22.7,5.1
Feb-12,11:00,132.9,72.7,205.6,21.8,43.9,23.0,4.4,37.1,40.1,77.3,33.3,29.0,21.9,5.2
Feb-12,12:00,124.6,70.9,195.6,23.4,42.0,22.5,4.0,32.7,38.2,70.9,35.9,27.9,20.9,5.1
Feb-12,13:00,120.7,71.3,192.0,23.8,41.2,21.6,4.0,29.0,37.6,66.5,37.5,26.7,19.1,5.2
Feb-12,14:00,117.5,71.8,189.3,23.6,40.0,20.4,4.2,27.6,38.9,66.5,37.0,26.3,19,5.0
Feb-12,15:00,117.4,75.7,193.2,21.8,38.7,20.1,4.6,26.5,42.5,69.0,34.2,26.2,19.1,4.6
Feb-12,16:00,118.1,80.1,198.2,19.1,37.2,19.7,3.7,25.7,47.5,73.2,29.8,25.3,19.4,4.2
Feb-12,17:00,128.2,87.1,215.3,15.0,36.5,20.0,3.4,28.9,54.9,83.8,23.4,24.9,18.6,4.1
Feb-12,18:00,130.4,89.5,219.9,12.6,36.6,21.2,3.4,34.3,59.8,94.0,19.1,25.9,19.7,4.1
Feb-12,19:00,118.5,85.2,203.6,13.9,35.6,21.4,3.4,36.2,59.1,95.3,19.5,26.2,20.9,4.2
Feb-12,20:00,97.8,76.3,174.1,15.5,34.6,21.3,3.2,34.3,55.4,89.7,21.1,26.4,21.2,4.1
Feb-12,21:00,87.8,70.5,158.3,16.9,33.8,21.6,3.1,33.1,52.6,85.7,21.7,26.6,22.5,4.1
Feb-12,22:00,87.5,67.7,155.3,17.3,33.2,22.3,3.1,32.8,49.8,82.5,22.4,26.3,23,4.0
Feb-12,23:00,82.8,62.9,145.6,19.7,31.5,22.2,3.1,33.5,45.5,79.0,25.1,25.8,22.2,4.0
Mar-12,00:00,81.6,64.8,146.4,18.5,38.2,28.9,2.9,37.1,48.6,85.7,23.2,33.6,28.5,4.7
Mar-12,01:00,66.9,57.7,124.6,20.2,36.3,28.1,2.2,32.5,43.7,76.1,23.5,32.4,28.2,3.3
Mar-12,02:00,57.9,50.5,108.4,21.1,35.3,28.1,2.3,30.8,39.7,70.5,24.7,32.6,28.2,3.5
Mar-12,03:00,57.8,49.0,106.8,20.5,35.0,28.4,2.4,29.6,37.8,67.5,23.7,32.3,28.2,3.5
Mar-12,04:00,66.9,51.7,118.7,19.0,35.8,29.3,2.4,30.8,38.4,69.2,22.2,32.2,28.8,3.8
Mar-12,05:00,102.1,62.1,164.3,15.8,38.4,30.7,3.0,40.8,43.1,83.9,19.7,32.8,28.8,4.4
Mar-12,06:00,158.7,78.1,236.9,12.5,43.2,33.6,3.8,61.2,50.3,111.4,17.0,35.0,29.9,5.0
Mar-12,07:00,185.9,85.0,270.9,12.7,45.8,34.5,4.8,70.3,53.5,123.8,17.3,37.2,31,5.7
Mar-12,08:00,172.3,82.4,254.7,15.4,48.4,34.3,5.2,66.8,52.7,119.4,20.7,39.0,31.3,5.8
Mar-12,09:00,158.1,79.9,238.0,18.9,49.2,33.2,5.6,58.3,49.5,107.8,26.5,39.5,31.6,6.4
Mar-12,10:00,140.5,76.4,217.0,22.7,48.0,32.0,5.1,47.5,45.1,92.7,32.3,38.7,30.3,6.8
Mar-12,11:00,127.6,74.0,201.6,25.7,45.2,29.8,5.0,39.1,41.7,80.8,37.6,37.1,28.5,6.8
Mar-12,12:00,116.9,71.8,188.7,28.6,44.7,28.1,4.4,31.8,38.8,70.7,41.9,35.7,27.1,6.4
